"Gene"
"HOXA1"
"SLC16A4"
"MMP27"
"CTBP2"
"P2RY5"
"EST_AA908222"
"AKR1C4"
"CNTNAP3B"
"NMNAT3"
"ZDBF2"
"FGD5"
"EST_AA490192"
"NEDD4L"
"GPR124"
"MOBKL2B"
"RetSat"
"C6orf97"
"CTSG"
"ROM1"
"EST_AA150619"
"NUAK1"
"FLJ38451"
"UBL3"
"RPL23"
"NR3C2"
"EBF3"
"PLD1"
"CMKOR1"
"C9orf26"
"APOD"
"KIF26A"
"GPR177"
"CRYGN"
"DOC1"
"TGFBR2"
"GPX3"
"FLJ44861"
"MAOB"
"ME3"
"PTX3"
"MYH10"
"BCKDHB"
"suid=1439704"
"DIS3"
"PTCH"
"MRAS"
"CMYA5"
"suid=1432284"
"PPP1R1A"
"SLIT2"
"ADARB1"
"SOX17"
"SLC25A27"
"MGLL"
"TMEM37"
"PCDHB12"
"EGFR"
"ZNF546"
"INPP1"
"LOC338758"
"SLIT3"
"AOC3"
"USP2"
"ABCA5"
"FBLN1"
"JUNB"
"SLTM"
"RGS5"
"C1orf183"
"RSNL2"
"C14orf139"
"LOC120376"
"C14orf128"
"KIAA0494"
"GLTSCR2"
"LOC146346"
"DSCR1"
"DTX1"
"LIPE"
"C5orf5"
"IRS2"
"HBB"
"TRIM29"
"suid=1416875"
"ANKDD1A"
"HMBOX1"
"THSD7A"
"KIT"
"HOXA9"
"AQP7P1"
"SPRY1"
"IL18BP"
"C21orf34"
"COBLL1"
"CIDEC"
"ABHD6"
"STS"
"ARHGAP6"
"PRDM6"
"RCAN1"
"RIC3"
"DLK1"
"NFIB"
"GIMAP1"
"USP53"
"TLE2"
"HYAL1"
"CARD10"
"COX7A1"
"MTUS1"
"CAPS2"
"VWF"
"CHRDL1"
"PCDH18"
"hCG_1646491"
"SAT2"
"LOC283788"
"DPYD"
"MT1M"
"KLHL3"
"FLJ11000"
"ARHGEF12"
"ASPA"
"TTC25"
"suid=1439593"
"SDCBP"
"TRPC1"
"MFAP5"
"CCDC8"
"CRSP6"
"ALDH1A1"
"HBEGF"
"LOC143381"
"C10orf56"
"miRNA_miR-128b"
"TCF7L2"
"ALDH4A1"
"suid=1437396"
"ZNF81"
"PKD1L2"
"SMAD3"
"NR5A2"
"SAA2"
"FRY"
"TBX15"
"LOC388610"
"MBNL2"
"SETBP1"
"FTO"
"ZNF345"
"UNC119"
"PCK1"
"PRKCA"
"IGSF4B"
"COMMD6"
"ZNF655"
"C3orf51"
"ROBO4"
"ENPP2"
"CRHBP"
"ROBO3"
"MGP"
"CYBRD1"
"FMOD"
"FHOD3"
"THBD"
"AKR1C2"
"EST_AA628113"
"MEIS3P1"
"C21orf9"
"FBXO2"
"JAZF1"
"SALL2"
"DHRS3"
"suid=1410006"
"FLJ23518"
"EHD2"
"PCDH12"
"HBA1"
"PECAM1"
"TBX5"
"BTG2"
"HSPB6"
"LRP4"
"TAT"
"PARD6G"
"TENC1"
"FLJ11200"
"EVI1"
"NDN"
"SFRS5"
"RP3-477H23.1"
"PC"
"suid=1437062"
"TNKS"
"PSCD3"
"FZD4"
"BCL6"
"PGCP"
"SLC44A1"
"GPRASP2"
"LOC284023"
"FAM70A"
"SNF1LK2"
"GLYAT"
"PEAR1"
"FAM13A1"
"CD1C"
"LOC126917"
"SLC46A1"
"ZNF502"
"LAMC3"
"PPARG"
"ACVR1C"
"CAPN3"
"NID1"
"STAU2"
"ZFP106"
"ECHDC1"
"SEC14L1"
"PDZRN3"
"SPRYD3"
"PRICKLE2"
"AKAP12"
"GSTM3"
"CCDC46"
"GDF10"
"C18orf34"
"PPP1CB"
"LUZP2"
"PRDM2"
"C14orf132"
"EEF1A1"
"CFL2"
"MAP4"
"CSNK2A2"
"EMX2OS"
"WASF2"
"TXNIP"
"PDGFRB"
"DNASE1L3"
"MUSTN1"
"suid=1422510"
"RGL1"
"RPS4X"
"RAB7B"
"FAM113B"
"JAG2"
"LGI4"
"AER61"
"SORBS1"
"MBD5"
"COLEC12"
"ALDH3A2"
"suid=1434399"
"MID1"
"IMMP2L"
"suid=1419536"
"GALNTL1"
"FLJ21963"
"NEUROG2"
"SSX2"
"A2M"
"GULP1"
"DCAMKL1"
"FLI1"
"NACA"
"HABP4"
"MGC13057"
"FLJ36748"
"IGFBP6"
"NR2F1"
"HEY2"
"PLEKHA4"
"MOBKL2A"
"GYPC"
"MEOX2"
"SRL"
"suid=1435967"
"MUC15"
"ADAMTS1"
"TM4SF18"
"CLDN11"
"DGAT2"
"CYP2U1"
"PTPRN2"
"C21orf25"
"EST_AI123411"
"CALD1"
"DKFZp586C0721"
"SH3BGR"
"ZDHHC2"
"suid=1412329"
"MRGPRX3"
"EST_AI024323"
"ZBTB20"
"ANKRD47"
"CX3CR1"
"AYTL1"
"ARHGAP20"
"SCRN2"
"PARVA"
"IRS1"
"LIMA1"
"LOC148898"
"NBEA"
"MYOM2"
"TMEM100"
"suid=1415757"
"suid=1427743"
"CLEC3B"
"suid=1422522"
"C11orf2"
"KIAA0853"
"HRASLS3"
"LYSMD4"
"GPR125"
"TMEM35"
"FLJ36090"
"SGCE"
"KRT17"
"DEFB1"
"RNF128"
"EST_AA885292"
"TFPI"
"NR4A1"
"CRYAB"
"CYCS"
"OLFM4"
"PCDHB11"
"C9orf42"
"MAML2"
"LAMB3"
"NT5E"
"IQSEC3"
"TMEM71"
"SH3BP5"
"RRAD"
"CDH13"
"CD59"
"IHPK1"
"SRI"
"EFCAB1"
"CLEC2B"
"UST"
"ADAMTS5"
"SPHAR"
"C6orf189"
"CLYBL"
"ABCA10"
"HBP1"
"TAC1"
"FBXL14"
"PRDM16"
"SEPP1"
"DMRTC1"
"PCDHB4"
"CDGAP"
"LAMA4"
"PTGER2"
"CORO2B"
"EST_AI791351"
"NTF5"
"DENND3"
"PER1"
"EPB41L2"
"EFEMP1"
"RHOU"
"BCL2"
"suid=1418362"
"RASIP1"
"KLF15"
"suid=1420018"
"CCND2"
"MRGPRF"
"JAM2"
"SPAG9"
"RAB22A"
"RNF150"
"C3orf58"
"RFX2"
"NFIA"
"CCL21"
"ABCA8"
"KNDC1"
"EST_AA291159"
"LAMA3"
"C17orf58"
"YPEL4"
"C5orf21"
"CPXM2"
"MOCS1"
"HLF"
"EMP1"
"FGF2"
"LPHN2"
"ANPEP"
"VPS13D"
"PPP3CA"
"SLC7A3"
"BOK"
"GSTM2"
"C7"
"CDC14A"
"CTTNBP2"
"C9orf125"
"ALDH1L1"
"CCRL1"
"PLEKHH2"
"STOX2"
"ADHFE1"
"CPE"
"COL17A1"
"AQR"
"DKK3"
"FLJ21986"
"CBLN4"
"SEC14L2"
"suid=1428129"
"EIF4E3"
"CXCL1"
"SESN1"
"TAL1"
"ADD1"
"LOC285535"
"PLAGL1"
"HOXD9"
"SCARA5"
"KCNC4"
"CLIPR-59"
"DST"
"MGC39606"
"LMO2"
"LRIG1"
"ANKRD25"
"KIAA1345"
"CDKN2C"
"STARD9"
"ANXA1"
"TNNT3"
"NAP1L5"
"PROS1"
"RSPO3"
"ANXA3"
"KLHL24"
"PKIG"
"EBF"
"ARRDC3"
"KCNT2"
"suid=1431060"
"CD93"
"RERE"
"PMP22"
"RNF38"
"TLN2"
"KIAA1324L"
"C1orf115"
"MARK1"
"ncRNA_ACA14a_8"
"FBXL17"
"VAMP2"
"TTN"
"LRRN3"
"PDZK1"
"DKFZP761N09121"
"FAM73A"
"LOH3CR2A"
"RGAG4"
"NAV3"
"ALDOC"
"DKFZP586K1520"
"ARL4A"
"ACAT1"
"TSC22D1"
"TMEM55A"
"ARL4D"
"GPR30"
"AIFM2"
"AHNAK"
"LMO3"
"ADCY4"
"GPR52"
"FMO2"
"suid=1409332"
"EEF2"
"suid=1420527"
"WWP2"
"NPHP3"
"LDB2"
"SV2B"
"SYNPO"
"SHE"
"suid=1407510"
"PLCB1"
"TMEM47"
"DKFZp762H185"
"suid=1414203"
"EHBP1"
"PLA2R1"
"CHST3"
"EST_AA056225"
"SNED1"
"suid=1401482"
"DPP4"
"PHLDB1"
"IL17RA"
"FAM92A1"
"FCN2"
"FNDC5"
"DPYSL2"
"C6orf152"
"BNIP3L"
"LRP1"
"GNAI1"
"LOC201229"
"PHLDB2"
"KCNIP2"
"EFHA2"
"NAP1L3"
"DNAJC18"
"C3orf63"
"LARP6"
"PHLDA3"
"BAALC"
"CRYZL1"
"CALCOCO1"
"NUDT7"
"CES1"
"AXUD1"
"C20orf161"
"MGC16037"
"TOMM7"
"TLE4"
"suid=1437605"
"PPP1R3C"
"suid=1419631"
"EDA"
"WDR17"
"NXPH3"
"EST_AA481425"
"C4orf6"
"F10"
"CNTN4"
"VAT1"
"EMCN"
"FHL1"
"NFAT5"
"PVRL3"
"RECK"
"RNF39"
"PLEKHC1"
"MITF"
"SKIP"
"FLJ14054"
"LOC56757"
"KRT15"
"TACC1"
"TIMP2"
"MGC3032"
"FGD4"
"NCALD"
"ITIH5"
"PPP1R15A"
"LOC286437"
"TGFBR3"
"ZNF471"
"RASGRP2"
"SH2D3C"
"LOC285550"
"STOM"
"FIGF"
"OVOL2"
"CNN1"
"EPAS1"
"AOX1"
"TTMB"
"TNXB"
"SNRK"
"GSTM5"
"SLC13A5"
"suid=1583575"
"NRXN2"
"ACO1"
"SAA1"
"GNG11"
"suid=1427880"
"C5orf4"
"BBS2"
"WIF1"
"DSEL"
"SLC12A2"
"suid=1425903"
"OAF"
"SAMD4A"
"HACE1"
"PEMT"
"EST_AA495812"
"GPM6A"
"PDGFRA"
"CA3"
"MST150"
"CKMT2"
"IL11RA"
"PLCXD3"
"ITSN1"
"PAK7"
"JAM3"
"GNAZ"
"SCN4B"
"POLR2J2"
"ROPN1B"
"SAV1"
"URB"
"CDO1"
"FLJ41603"
"H3F3B"
"EST_AA416745"
"PCSK5"
"EST_AA039712"
"KCNB1"
"PSIP1"
"C8orf57"
"FAM13C1"
"ALDH1A3"
"ZFP36"
"COL21A1"
"SCGB3A1"
"ERG"
"PRELP"
"GNG2"
"LOC286440"
"CCDC3"
"SYNE1"
"FLJ39370"
"PCNXL2"
"DKFZp434H1419"
"KGFLP1"
"ZNF503"
"suid=1583509"
"CAST"
"NEDD9"
"PDE2A"
"PARD3"
"PGPEP1"
"KITLG"
"CSPG3"
"DDX3Y"
"CYGB"
"MIA"
"EST_AA496957"
"ACTG2"
"DOCK1"
"ANKAR"
"ZAK"
"TCF7"
"CH25H"
"IGSF10"
"CYR61"
"LOC145842"
"CCDC69"
"SLC4A4"
"ICAM2"
"FOXP1"
"CMA1"
"REEP5"
"LOC91461"
"FLRT2"
"DMXL1"
"SH3D19"
"CLCN6"
"STON1"
"CECR4"
"ABCA6"
"PDGFD"
"LHFP"
"KIAA1377"
"THRA"
"suid=1427212"
"DKFZp667G2110"
"VIL1"
"KCNAB1"
"RELN"
"TTC28"
"LRCH2"
"LOC338328"
"ASPH"
"PTGER4"
"GYG2"
"C13orf21"
"LOC388335"
"BTBD15"
"C1orf165"
"FLJ10357"
"LIX1L"
"LPP"
"ABHD14A"
"RGS2"
"PINK1"
"CHL1"
"SSX3"
"KLF6"
"AMID"
"EST_AA416628"
"suid=1419277"
"C10orf10"
"GLDN"
"ASTN"
"RUNX1T1"
"SEMA3G"
"OLFML2A"
"CFI"
"F13A1"
"LRIG3"
"HOXA4"
"CYYR1"
"RRAGD"
"EPDR1"
"C10orf116"
"STXBP6"
"PCAF"
"CD300LG"
"FLJ90650"
"MAGI2"
"DKK2"
"TIMP4"
"BMP4"
"DPP6"
"OTOA"
"HEXIM1"
"ZDHHC17"
"NPR1"
"SSPN"
"CXCL2"
"KIAA0368"
"GPRC5B"
"EST_AI147676"
"suid=1427228"
"suid=1420106"
"TTC7B"
"ADIPOQ"
"KIAA0367"
"PKD2"
"PCDH9"
"FLJ20701"
"ARPP-19"
"DIRAS3"
"ACAA2"
"LIMS3"
"AREG"
"PLAC9"
"APCDD1"
"SEMA5A"
"TSHZ2"
"PENK"
"TMEM22"
"LOC149832"
"CCL15"
"DKFZP686A01247"
"ACSL1"
"LOC286161"
"EGR3"
"PALM"
"SBF2"
"WASF3"
"GPX5"
"EST_AA424560"
"SDCCAG33"
"COL4A6"
"CYP4X1"
"RNF186"
"CAV3"
"MYRIP"
"GPR133"
"CTA-221G9.4"
"THSD1P"
"SOCS2"
"GFRA2"
"MAMDC2"
"KLHL13"
"LEP"
"FBLN5"
"YAP1"
"ZBTB4"
"ADH1B"
"TNMD"
"FSTL1"
"RBPMS2"
"CBX7"
"EPS8"
"LPL"
"PRG4"
"IL17B"
"DMRT2"
"MAOA"
"FLT4"
"PDZD2"
"THSD1"
"ALS2CR4"
"ZBTB16"
"MATN2"
"EST_AA478962"
"OS9"
"ncRNA_mir-34b_9"
"CLDN8"
"LMOD1"
"ALDH2"
"ATP1A2"
"suid=1402919"
"SMARCA2"
"NMNAT2"
"WDR19"
"C20orf160"
"suid=1434356"
"KL"
"GIPC2"
"PTN"
"JUN"
"TMOD1"
"PTGS2"
"ANGPTL1"
"SEMA3C"
"CCDC85A"
"C2orf32"
"suid=1418821"
"SYN2"
"G0S2"
"PODN"
"KSP37"
"S100B"
"PPAP2B"
"LOC131873"
"suid=1413551"
"FAM69B"
"GENX-3414"
"NDRG2"
"TWIST2"
"ECRG4"
"HSPB2"
"ABLIM1"
"RGN"
"GPRASP1"
"SLC35F3"
"ID3"
"TCN1"
"PTPN13"
"MT1X"
"TIGA1"
"TP73L"
"PKHD1L1"
"NRN1"
"HOXA5"
"NAP1L2"
"C1orf24"
"PCDHB6"
"FLJ13197"
"HS3ST4"
"AADAC"
"PLEKHA7"
"LDB3"
"ADH5"
"UGP2"
"LHX6"
"PLA2G5"
"ITPR1"
"CD302"
"HSDL2"
"FAM62B"
"DUSP6"
"PCDH19"
"IGSF1"
"PLCE1"
"FOLH1"
"TCF15"
"PCDHB7"
"SCN1B"
"PXN"
"NCAM1"
"suid=1428972"
"ITLN1"
"EFEMP2"
"MYOC"
"TBRG1"
"FAT4"
"NES"
"ZNF559"
"NTF3"
"CSDA"
"VGLL3"
"suid=1411317"
"GRASP"
"LOC339290"
"MAMDC4"
"ARHGAP29"
"PELI2"
"CLDN5"
"EPB41L4B"
"SERINC1"
"suid=1414160"
"PGRMC2"
"CDH5"
"ST7OT1"
"BMX"
"APRIN"
"EST_AA284775"
"CEBPD"
"RPL5"
"FRMD4A"
"FAM107A"
"GLT25D2"
"PTRF"
"ACACB"
"DNAJB4"
"UNC84B"
"OXTR"
"LOC285095"
"DLC1"
"OTUD1"
"AKAP11"
"KLB"
"FXYD6"
"LTBP2"
"PDE8B"
"ZNF167"
"RPL23AP13"
"SUCLA2"
"FLJ20366"
"FOS"
"ZFP14"
"APBB1"
"SVEP1"
"RBP4"
"ATG10"
"AKR1C3"
"ID1"
"TMEM132C"
"MYOT"
"MMRN1"
"LOC153364"
"RAD51L1"
"EST_AI793148"
"PAIP2B"
"CCL28"
"MMD"
"ZNF366"
"DAAM2"
"PDK4"
"VTI1B"
"ZNF540"
"suid=1422176"
"LRP1B"
"MSRB3"
"LOC221091"
"suid=1406502"
"D4S234E"
"NOV"
"EST_AI129115"
"EST_AA676470"
"TSPAN2"
"LAMB2"
"LOC283481"
"FLJ42875"
"OLFML3"
"STARD13"
"DMN"
"EMX2"
"PHYHIP"
"CLASP2"
"EST_AA043436"
"BBOX1"
"PRPS1L1"
"S100A12"
"MGC9913"
"LOC442609"
"suid=1410061"
"BACE1"
"EDN3"
"MT1E"
"BHMT2"
"PLSCR4"
"KLHL2"
"STC1"
"FABP4"
"TUSC5"
"EST_AA489100"
"RPL26"
"NFATC4"
"OXCT1"
"ABCD2"
"CTSF"
"ABI3BP"
"TF"
"HEG1"
"PLS3"
"BMP6"
"VIPR1"
"NNAT"
"FXR2"
"ZFHX4"
"ITGB1BP1"
"PCCA"
"EIF3S6IP"
"PCDHGA12"
"ANG"
"SIDT2"
"LOC388344"
"HS3ST2"
"GPR146"
"TSPAN7"
"ZEB2"
"KIAA0831"
"STEAP2"
"SEMA6A"
"MLL5"
"MEIS2"
"TEF"
"LOC81558"
"JAK1"
"FLJ22655"
"NFIL3"
"ncRNA_mir-194-2_1"
"NLGN4X"
"EGR2"
"TNC"
