"Gene"
"AMMECR1"
"MELK"
"RAD51AP1"
"KIF23"
"S100P"
"NUSAP1"
"MTHFD2"
"ESM1"
"KIF4A"
"KDELR3"
"TRIP13"
"ORC6L"
"C20orf129"
"STIL"
"CEP55"
"CTHRC1"
"KIF15"
"SLD5"
"TK1"
"KIF20A"
"SPAG5"
"CENPE"
"NEK2"
"C13orf3"
"IL4I1"
"C15orf42"
"HIST2H4B"
"CXCL9"
"NUP210"
"ASF1B"
"FLJ40629"
"CXCL11"
"E2F8"
"DTL"
"suid=1415057"
"ECT2"
"DNA2L"
"CCNB1"
"PSRC1"
"CAMK1D"
"CDKN2A"
"BAPX1"
"C6orf167"
"KIF2C"
"C15orf23"
"BUB1"
"BRRN1"
"GPR143"
"KIAA1841"
"LAX1"
"TTK"
"MLF1IP"
"MIAT"
"SLC16A3"
"RAD51"
"C11orf82"
"FEN1"
"C12orf48"
"SEC24A"
"IL18"
"BIC"
"RBM35A"
"LYPD1"
"KIAA1199"
"HSH2D"
"FLVCR1"
"GPR19"
"LOC146909"
"ATAD2"
"CXCL10"
"VEGF"
"TAP1"
"G1P3"
"GPRC5A"
"SPBC25"
"C6orf129"
"UHRF1"
"SQLE"
"EME1"
"ZWILCH"
"FAM111B"
"RPL39L"
"HSP90AA2"
"COL1A2"
"FAM132B"
"ASPM"
"TMEM132A"
"PAQR4"
"INDO"
"LRRC15"
"suid=1417496"
"G1P2"
"LMNB1"
"ZNF695"
"KIAA1794"
"MAD2L1"
"PPAPDC1A"
"SNRPA1"
"OIP5"
"TUBA6"
"CDC2"
"SELI"
"MSI2"
"PPP2R2C"
"IL8RBP"
"suid=1431433"
"OAS2"
"CD72"
"ZWINT"
"BRCA2"
"KIF11"
"HIST1H2BN"
"GALNT5"
"LARP4"
"KNTC2"
"HIST1H3D"
"SPP1"
"OLR1"
"COL11A1"
"suid=1401643"
"EZH2"
"CDKN3"
"DONSON"
"EST_AA626273"
"LOC221710"
"PLK4"
"H2AFX"
"CDC45L"
"KIAA1524"
"SLC6A8"
"PTTG1"
"RUSC1"
"SDS"
"PLEKHK1"
"MMP13"
"DLG7"
"CENPF"
"SDC1"
"CDC20"
"HN1"
"CDC25A"
"TYMS"
"SAMSN1"
"CHML"
"PPP1R14B"
"MGC2408"
"JPH1"
"CDCP1"
"RPL12"
"KPNA2"
"MCM4"
"HIST1H1C"
"FLVCR"
"TTF2"
"CDCA8"
"GAJ"
"HIST1H2BK"
"HIST1H2AM"
"LUZP5"
"HMGA1"
"MMP9"
"CDCA5"
"LOC92312"
"HES6"
"FN1"
"KIF14"
"EPHB2"
"HIST1H2BL"
"CDCA1"
"UBE2T"
"PAK1"
"BLM"
"HSPE1"
"PRC1"
"C22orf18"
"C20orf59"
"KIAA0101"
"APOBEC3B"
"GJB2"
"BMP8A"
"PTTG3"
"DKFZp762E1312"
"ESCO2"
"HMMR"
"FAM64A"
"C1orf155"
"LAMP3"
"CCNA2"
"PBK"
"OASL"
"FAM54A"
"PGK1"
"STK6"
"FOXM1"
"MMP1"
"MGC11266"
"ncRNA_BIC"
"GMFB"
"UBE2C"
"IGHG1"
"HCAP-G"
"PODXL2"
"SGOL2"
"ARSB"
"KIFC1"
"RACGAP1"
"STAT1"
"HIST1H2BG"
"MAGED2"
"HELLS"
"LOC283871"
"WDHD1"
"NFE2L3"
"HMBS"
"ANLN"
"CDC6"
"TPX2"
"SHCBP1"
"MCM10"
"CASC5"
"OACT2"
"C15orf20"
"F11R"
"WDR51A"
"MMP11"
"COMP"
"SPBC24"
"SLC2A2"
"KIF18A"
"CKS2"
"CCNB2"
"HAGHL"
"FLJ20105"
"CDC7"
"MTBP"
"BUB1B"
"NME1"
"POLQ"
"EPR1"
"TOP2A"
"EST_AI123717"
